Date,Issuer,Symbol,Lead/Joint-Lead Managers,Offer Price,Opening Price,1st Day Close,1st Day % Px Chng,$ Change Opening,$ Change Close
2017-03-24,Alteryx ,AYX,"Goldman, Sachs/ J.P. Morgan",14.0,17.25,15.5,10.71,3.25,1.5
2017-03-30,Kayne Anderson Acquisition ,KAACU,Citigroup/ Deutsche Bank Securities/ Credit Suisse,10.0,10.09,10.0,0.0,0.09,0.0
2017-04-05,Hess Midstream Partners LP,MESM,"Goldman, Sachs/ Morgan Stanley",23.0,25.5,25.6,11.3,2.5,2.6
2017-04-06,Schneider National ,SNDR,Morgan Stanley/ UBS Investment Bank/ BofA Merrill Lynch,19.0,19.5,19.0,0.0,0.5,0.0
2017-04-06,Elevate Credit ,ELVT,UBS Securities/ Jefferies/ Stifel/ William Blair & Company,6.5,7.0,7.76,19.38,0.5,1.26
2017-04-07,Forum Merger,FMCIU,EarlyBirdCapital,10.0,10.0,10.0,0.0,0.0,0.0
2017-04-07,Okta,OKTA,"Goldman, Sachs/ J.P. Morgan Securities/ Allen & Company",17.0,17.0,23.56,38.59,0.0,6.56
2017-04-11,Azul S.A. ,AZUL,Citigroup/ Itaú BBA/ Deutsche Bank Securities,20.06,21.8,21.5,7.18,1.74,1.44
2017-04-11,Vantage Energy Acquisition ,VEACU,"Citigroup/ Credit Suisse/ Goldman, Sachs",10.0,10.1,10.0,0.0,0.1,0.0
2017-04-12,Netshoes (Cayman) Ltd. ,NETS,"Goldman, Sachs/ J.P. Morgan/ Bradesco BBI/ Allen & Company/ Jefferies",18.0,16.32,16.1,-10.56,-1.68,-1.9
2017-04-13,Yext,YEXT,Morgan Stanley/ J.P. Morgan/ RBC Capital Markets,11.0,14.03,13.41,21.91,3.03,2.41
2017-04-13,Cadence Bancorporation ,CADE,"Goldman, Sachs/ J.P. MorganSandle/ O’Neill + Partners/ Keefe, Bruyette & Woods (A Stifel Company)",20.0,22.08,21.55,7.75,2.08,1.55
2017-04-13,Tocagen ,TOCA,Leerink Partners/ Evercore ISI/ Stifel,10.0,10.27,12.45,24.5,0.27,2.45
2017-04-13,Warrior Met Coal ,HCC,Credit Suisse/ Citigroup/ Morgan Stanley/ BMO Capital Markets/ RBC Capital Markets,19.0,17.5,18.0,-5.26,-1.5,-1.0
2017-04-21,Select Energy Services ,WTTR,Credit Suisse/ FBR/ Wells Fargo Securities/ BofA Merrill Lynch/ Citigroup/ J.P. Morgan,14.0,14.9,14.02,0.14,0.9,0.02
2017-04-27,Floor & Decor Holdings ,FND,BofA Merrill Lynch/ Barclays/ Credit Suisse / UBS Investment Bank,21.0,30.25,32.05,52.62,9.25,11.05
2017-04-28,Carvana ,CVNA,Wells Fargo Securities/ BofA Merrill Lynch/ Citigroup/ Deutsche Bank Securities,15.0,13.71,11.1,-26.0,-1.29,-3.9
2017-04-28,China Rapid Finance Limited ,XRF,Morgan Stanley/ Credit Suisse/ Jefferies,6.0,6.67,6.67,11.17,0.67,0.67
2017-04-28,Cloudera ,CLDR,Morgan Stanley/ J.P. Morga/ Allen & Company,15.0,17.87,18.1,20.67,2.87,3.1
2017-04-28,NCS Multistage Holdings ,NCSM,Credit Suisse/ Citigroup/ Wells Fargo Securities,17.0,20.0,19.5,14.71,3.0,2.5
2017-04-28,Zymeworks ,ZYME,Citigroup/ Barclays/ Wells Fargo Securities/ Canaccord Genuity,13.0,13.5,13.0,0.0,0.5,0.0
2017-04-28,Emerald Expositions Events ,EEX,"BofA Merrill Lynch/ Barclays/ Goldman, Sachs",17.0,18.73,19.5,14.71,1.73,2.5
2017-05-04,Antero Resources Midstream Management ,AMGP,Morgan Stanley/ Barclays/ J.P. Morgan,23.5,22.19,22.0,-6.38,-1.31,-1.5
2017-05-04,Biohaven Pharmaceutical Holding ,BHVN,Morgan Stanley/ Piper Jaffray/ Barclays Capital,17.0,20.24,17.5,2.94,3.24,0.5
2017-05-04,UroGen Pharma Ltd. ,URGN,Jefferies/ Cowen and Company,13.0,13.28,13.98,7.54,0.28,0.98
2017-05-05,KKR Real Estate Finance Trust ,KREF,Wells Fargo Securities/ Morgan Stanley/ KKR,20.5,21.01,22.13,7.95,0.51,1.63
2017-05-05,Ovid Therapeut ,OVID,Citigroup/ Cowen and Company,15.0,14.0,12.25,-18.33,-1.0,-2.75
2017-05-05,TPG Pace Energy Holdings ,TPGEU,"Deutsche Bank Securities/ Goldman, Sachs",10.0,10.1,10.14,1.4,0.1,0.14
2017-05-09,Guaranty Bancshares ,GNTY,Sandler O’Neill + Partners/ Stephens,27.0,30.0,30.1,11.48,3.0,3.1
2017-05-09,ENDRA Life Sciences ,NDRAU,Dougherty & Company/Dawson James Securities,5.0,5.45,5.2,4.0,0.45,0.2
2017-05-10,Five Point Holdings ,FPH,Citigroup/ J.P. Morgan,14.0,15.25,15.04,7.43,1.25,1.04
2017-05-12,Gardner Denver Holdings ,GDI,"Goldman, Sachs/ Citigroup/ UBS Investment Bank/ KKR/ Simmons & Company International (Energy Specialists of Piper Jaffray)/ Deutsche Bank Securities/ Baird/ Credit Suisse/ Morgan Stanley",20.0,21.2,21.1,5.5,1.2,1.1
2017-05-12,Veritone ,VERI,Wunderlich/ Craig-Hallum Capital Group,15.0,15.64,13.07,-12.87,0.64,-1.93
2017-05-12,Solaris Oilfield Infrastructure ,SOI,"Credit Suisse/ Goldman, Sachs",12.0,12.23,11.55,-3.75,0.23,-0.45
2017-05-12,National Energy Services Reunited ,NESRU,Maxim Group/ National Bank of Canada Financial,10.0,10.0,9.99,-0.1,0.0,-0.01
2017-05-12,A.S.V. ,ASV,Roth Capital Partners,7.0,7.45,7.85,12.14,0.45,0.85
2017-05-12,Modern Media Acquisition ,MMDMU,Macquarie Capital,10.0,10.09,10.11,1.1,0.09,0.11
2017-05-17,G1 Therapeutics ,GTHX,J.P. Morgan/ Cowen and Company,15.0,15.0,15.0,0.0,0.0,0.0
2017-05-18,Bright Scholar Education Holdings ,BEDU,Morgan Stanley/ Deutsche Bank Securities,10.5,11.05,13.4,27.62,0.55,2.9
2017-05-24,SMART Global Holdings ,SGH,Barclays/ Deutsche Bank Securities/ Jefferies/ Stifel,11.0,12.0,13.45,22.27,1.0,2.45
2017-05-25,WideOpenWest ,WOW,UBS Investment Bank/ Credit Suisse/ RBC Capital Markets/ SunTrust Robinson Humphrey/ Evercore ISI/ Macquarie Capital,17.0,16.15,16.5,-2.94,-0.85,-0.5
2017-05-25,Appian ,APPN,"Morgan Stanley/ Goldman, Sachs/ Barclays",12.0,15.0,15.01,25.08,3.0,3.01
2017-06-02,KBL Merger Corp. IV  ,KBLMU,Ladenburg Thalmann,10.0,10.0,10.0,0.0,0.0,0.0
2017-06-07,ShotSpotter,SSTI,Roth Capital Partners/ Northland Capital Markets,11.0,12.2,14.38,30.73,1.2,3.38
2017-06-09,Plymouth Industrial  REIT ,PLYM,D.A. Davidson/ BB&T Capital Markets/ Oppenheimer,19.0,18.31,18.39,-3.21,-0.69,-0.61
2017-06-14,TCG BDC ,CGBD,"BofA Merrill Lynch/ Morgan Stanley/ J.P. Morgan/ Citigroup/ Keefe, Bruyette & Woods (A Stifel Company)/ Wells Fargo Securities",18.5,17.8,18.11,-2.11,-0.7,-0.39
2017-06-14,Athenex ,ATNX,Credit Suisse/ Deutsche Bank Securities/ J.P. Morgan,11.0,12.0,12.56,14.18,1.0,1.56
2017-06-20,Bison Capital Acquisition ,BCACU,EarlyBirdCapital,10.0,10.1,10.7,7.0,0.1,0.7
2017-06-20,Constellation Alpha Capital,CNACU,Cowen,10.0,10.0,10.01,0.1,0.0,0.01
2017-06-22,Altice USA ,ATUS,"J.P. Morgan/ Morgan Stanley/ Citigroup/ Goldman, Sachs/ BofA Merrill Lynch/ Barclays/ BNP PARIBAS/ Deutsche Bank Securities/ RBC Capital Markets",30.0,31.6,32.71,9.03,1.6,2.71
2017-06-22,"Safety, Income and Growth ",SAFE,BofA Merrill Lync/ J.P. Morgan/ Barclays/ Citigroup/ Raymond James,20.0,19.0,19.0,-5.0,-1.0,-1.0
2017-06-22,SG Blocks ,SBGX,Joseph Gunnar,5.0,4.75,4.92,-1.6,-0.25,-0.08
2017-06-23,Granite Point Mortgage Trust ,GPMT,J.P. Morgan/ Morgan Stanley/ Citigroup,19.5,18.25,19.0,-2.56,-1.25,-0.5
2017-06-23,Hennessy Capital Acquisition Corp. III ,HCAC.U,Credit Suisse/ Stifel,10.0,10.04,10.05,0.5,0.04,0.05
2017-06-26,Avenue Therapeutics ,ATXI,Oppenheimer,6.0,7.6,8.25,37.5,1.6,2.25
2017-06-26,Esquire Financial Holdings ,ESQ,Sandler O’Neill & Partners,14.0,15.9,15.25,8.93,1.9,1.25
2017-06-27,Mersana Therapeutics ,MRSN,J.P. Morgan/ Cowen/ Leerink Partners,15.0,14.25,14.0,-6.67,-0.75,-1.0
2017-06-27,TPG Pace Holdings ,TPGH.U,Deutsche Bank Securities/ Goldman Sachs,10.0,10.2,10.25,2.5,0.2,0.25
2017-06-29,Aileron Therapeutics ,ALRN,BofA Merrill Lynch/ Jefferies,15.0,13.75,10.8,-28.0,-1.25,-4.2
2017-06-29,Blue Apron Holdings ,APRN,Goldman Sachs/ Morgan Stanley/ Citigroup/ Barclays,10.0,10.0,10.0,0.0,0.0,0.0
2017-06-29,Dova Pharmaceuticals ,DOVA,J.P. Morgan/ Jefferies/ Leerink Partners,17.0,19.25,19.81,16.53,2.25,2.81
2017-06-30,Byline Bancorp ,BY,"BofA Merrill Lynch/ Keefe, Bruyette & Woods (A Stifel Company)",19.0,20.35,20.05,5.53,1.35,1.05
2017-06-30,Tintri ,TNTR,Morgan Stanley/ BofAMerrill Lynch/ Pacific Crest Securities (a division of KeyBanc Capital Markets),7.0,7.12,7.27,3.86,0.12,0.27
2017-07-12,Co-Diagnostics ,CODX,WallachBeth Capital/ Network 1 Securities,6.0,6.0,5.81,-3.17,0.0,-0.19
2017-07-14,Akcea Therapeutics ,AKCA,Cowen and Company/ Stifel/ Wells Fargo Securities,8.0,8.13,9.48,18.5,0.13,1.48
2017-07-19,Federal Street Acquisition ,FSACU,Citigroup/ BofA Merrill Lynch,10.0,10.06,10.1,1.0,0.06,0.1
2017-07-20,Calyxt ,CLXT,Citigroup/ Credit Suisse/ Jefferies,8.0,9.5,11.25,40.63,1.5,3.25
2017-07-20,TPG RE Finance Trust ,TRTX,"BofA Merrill Lynch/ Citigroup/ Goldman, Sachs/ Wells Fargo Securities/ Deutsche Bank Securities/ Morgan Stanley/ Barclays",20.0,19.58,19.58,-2.1,-0.42,-0.42
2017-07-20,Kala Pharmaceuticals ,KALA,J.P. Morgan/ BofA Merrill Lynch ,15.0,16.7,18.62,24.13,1.7,3.62
2017-07-21,PetIQ ,PETQ,Jefferies/ William Blair,16.0,21.0,23.25,45.31,5.0,7.25
2017-07-26,RBB Bancorp ,RBB,"Sandler O’Neill/ Keefe, Bruyette & Woods (A Stifel Company)/ Stephens",23.0,23.32,23.35,1.52,0.32,0.35
2017-07-27,Sienna Biopharmaceuticals (SNNA),SNNA,J.P. Morgan/ Cowen/ BMO Capital Markets,15.0,19.05,19.25,28.33,4.05,4.25
2017-07-27,Industrea Acquisition ,INDUU,FBR/ B. Riley & Co.,10.0,10.02,10.02,0.2,0.02,0.02
2017-07-27,Pensare Acquisition ,WRLSU,EarlyBirdCapital,10.0,10.05,10.04,0.4,0.05,0.04
2017-07-28,Newater Technology ,NEWA,ViewTrade Securities,5.0,7.32,8.93,78.6,2.32,3.93
2017-07-28,Redfin ,RDFN,Goldman Sachs/ Allen & Company/ BofA Merrill Lynch/ RBC Capital Markets,15.0,19.56,21.7,44.67,4.56,6.7
2017-08-02,Clementia Pharmaceuticals ,CMTA,Morgan Stanley/ Leerink Partners,15.0,18.25,16.35,9.0,3.25,1.35
2017-08-03,Venator Materials PLC ,VNTR,Citigroup/ Goldman Sachs/ BofA Merrill Lynch/ J.P. Morgan ,20.0,20.89,20.65,3.25,0.89,0.65
2017-08-09,I-AM Capital Acquisition ,IAMXU,Maxim Group LLC,10.0,10.05,10.05,0.5,0.05,0.05
2017-08-11,Ranger Energy Services ,RNGR,Credit Suisse/ Simmons & Company International (Energy Specialists of Piper Jaffray)/ Wells Fargo Securities,14.5,14.0,14.22,-1.93,-0.5,-0.28
2017-08-11,YogaWorks ,YOGA,Cowen/ Stephens/ Guggenheim Securities,5.5,5.5,4.85,-11.82,0.0,-0.65
2017-08-16,Capitol Investment Corp. IV ,CIC.U,Citigroup/ Deutsche Bank Securities/ J.P. Morgan,10.0,10.1,10.02,0.2,0.1,0.02
2017-08-17,Atlantic Acquisition,ATACU,EarlyBirdCapital/ I-Bankers,10.0,10.05,10.06,0.6,0.05,0.06
2017-09-14,Social Capital Hedosophia Holdings ,IPOA.U,Credit Suisse,10.0,10.2,10.31,3.1,0.2,0.31
2017-09-14,Tremont Mortgage Trust (TRMT),TRMT,UBS Investment Bank/ Citigroup/ RBC Capital Markets,20.0,17.75,17.29,-13.55,-2.25,-2.71
2017-09-15,Draper Oakwood Technology Acquisition ,DOTAU,EarlyBirdCapital,10.0,10.07,10.16,1.6,0.07,0.16
2017-09-20,Zai Lab,ZLAB,J.P. Morgan/ Citigroup/ Leerink Partners,18.0,24.0,27.93,55.17,6.0,9.93
2017-09-20,Krystal Biotech ,KRYS,Ladenburg Thalmann,10.0,10.5,10.64,6.4,0.5,0.64
2017-09-20,Celcuity ,CELC,Craig-Hallum Capital Group,9.5,12.35,14.29,50.42,2.85,4.79
2017-09-20,BEST Inc. ,BSTI,Citigroup/ Credit Suisse/ Goldman Sachs/ J.P. Morgan/ Deutsche Bank,10.0,11.48,10.52,5.2,1.48,0.52
2017-09-20,Despegar.com ,DESP,Morgan Stanley/ Citigroup,26.0,29.0,31.78,22.23,3.0,5.78
2017-09-21,Oasis Midstream Partners LP ,OMP,Morgan Stanley/ Citigroup/ Wells Fargo Securities,17.0,16.75,16.75,-1.47,-0.25,-0.25
2017-09-21,TDH Holdings ,PETZ,ViewTrade Securities,4.25,6.75,6.41,50.82,2.5,2.16
2017-09-22,Secoo Holding Limited ,SECO,Jefferies,13.0,12.1,10.0,-23.08,-0.9,-3.0
2017-09-27,RYB Education ,RYB,Credit Suisse/ Morgan Stanley,18.5,24.12,25.9,40.0,5.62,7.4
2017-09-28,Nightstar Therapeutics ,NITE,Jefferies/ Leerink Partners/ BMO Capital Markets,14.0,17.25,24.0,71.43,3.25,10.0
2017-09-28,NuCana plc ,NCNA,Citigroup/ Jefferies/ Cowen,15.0,15.5,16.15,7.67,0.5,1.15
2017-09-28,Roku ,ROKU,Morgan Stanley/ Citigroup,14.0,15.78,23.5,67.86,1.78,9.5
2017-09-29,PQ Group ,PGQ,Morgan Stanley/ Goldman Sachs/ Citigroup/ Credit Suisse,17.5,17.0,17.25,-1.43,-0.5,-0.25
2017-10-05,Rhythm Pharmaceuticals ,RYTH,Morgan Stanley/ BofA Merrill Lynch/ Cowen,17.0,23.21,30.0,76.47,6.21,13.0
2017-10-05,Black Ridge Acquisition ,BRACU,EarlyBirdCapital,10.0,10.09,10.15,1.5,0.09,0.15
2017-10-06,Switch ,SWCH,Goldman Sachs/ J.P. Morgan/ BMO Capital Markets/ Wells Fargo Securities,17.0,21.7,20.84,22.59,4.7,3.84
2017-10-12,CarGurus ,CARG,Goldman Sachs/ Allen & Company/ RBC Capital Markets,16.0,29.0,27.58,72.38,13.0,11.58
2017-10-12,Restoration Robotics ,HAIR,National Securities Corporation,7.0,8.85,9.92,41.71,1.85,2.92
2017-10-12,OrthoPediatrics  ,KIDS,Piper Jaffray/ Stifel,13.0,18.0,19.72,51.69,5.0,6.72
2017-10-13,OptiNose,OPTN,Jefferies/ Piper Jaffray/ BMO Capital Markets/ RBC Capital Markets,16.0,20.0,19.0,18.75,4.0,3.0
2017-10-18,Qudian ,QD,Morgan Stanley/ Credit Suisse/ Citigroup/CICc/ UBS Securities,24.0,34.5,29.18,21.58,10.5,5.18
2017-10-19,Mosaic Acquisition ,MOSC.U,Deutsche Bank Securities/ RBC Capital Markets/ J.P. Morgan,10.0,10.2,10.15,1.5,0.2,0.15
2017-10-19,MongoDB ,MDB,Morgan Stanley/ Goldman Sachs/ Barclays/ Allen & Company,24.0,33.0,32.07,33.63,9.0,8.07
2017-10-20,RISE Education Cayman ,REDU,Morgan Stanley/ Credit Suisse,14.5,16.0,16.61,14.55,1.5,2.11
2017-10-20,Sea Limited ,SE,Goldman Sachs (Asia)/ Morgan Stanley/ Credit Suisse,15.0,16.25,16.26,8.4,1.25,1.26
2017-10-25,Haymaker Acquisition ,HYACU,Cantor Fitzgerald,10.0,10.07,10.01,0.1,0.07,0.01
2017-10-26,National Vision Holdings ,EYE,BofA Merrill Lynch/ Goldman Sachs/ Citigroup/ KKR/ Morgan Stanley/ Jefferies/ UBS Investment Bank/ Wells Fargo Securities,22.0,28.75,27.83,26.5,6.75,5.83
2017-10-26,BP Midstream Partners LP ,BPMP,Citigroup/ Goldman Sachs/ Morgan Stanley/ Barclays/ Credit Suisse/ J.P. Morgan/ UBS Investment Bank,18.0,16.85,17.25,-4.17,-1.15,-0.75
2017-10-26,CM Seven Star Acquisition ,CMSSU,EarlyBirdCapital,10.0,10.01,10.01,0.1,0.01,0.01
2017-10-27,ForeScout Technologies ,FSCT,Morgan Stanley/ J.P. Morgan/ Citigroup,22.0,26.25,25.5,15.91,4.25,3.5
2017-10-27,Merchants Bancorp ,MBIN,Sandler O'Neill + Partners/ Stephens/ Raymond James,16.0,17.0,16.8,5.0,1.0,0.8
2017-10-27,Nexa Resources S.A. ,NEXA,J.P. Morgan/ BMO Capital Markets/ Morgan Stanley/ Credit Suisse,16.0,16.5,17.4,8.75,0.5,1.4
2017-11-01,Loma Negra ,LOMA,BofA Merrill Lynch/ Bradesco BBI/ Citigroup/ HSBC/ Itaú BBA/ Morgan Stanley,19.0,21.65,21.35,12.37,2.65,2.35
2017-11-01,Altair Engineering ,ALTR,J.P. Morgan/ RBC Capital Markets/ Deutsche Bank Securities,13.0,17.0,18.31,40.85,4.0,5.31
2017-11-02,Funko ,FNKO,Goldman Sachs/ J.P. Morgan/ BofA Merrill Lynch,12.0,8.0,7.07,-41.08,-4.0,-4.93
2017-11-02,Spero Therapeutics ,SPRO,BofA Merrill Lynch/ Cowen/ Stifel,14.0,13.25,11.5,-17.86,-0.75,-2.5
2017-11-02,Allena Pharmaceuticals ,ALNA,Credit Suisse/ Jefferies/ Cowen,14.0,12.0,9.98,-28.71,-2.0,-4.02
2017-11-02,Evoqua Water Technologies ,AQUA,Credit Suisse/ J.P. Morgan/ RBC Capital Markets,18.0,19.1,20.88,16.0,1.1,2.88
2017-11-03,Aquantia ,AQ,Morgan Stanley/ Barclays/ Deutsche Bank Securities,9.0,9.31,9.51,5.67,0.31,0.51
2017-11-03,Sentinel Energy Services ,STNLU,Citigroup/ Goldman Sachs/ Credit Suisse,10.0,10.14,10.05,0.5,0.14,0.05
2017-11-03,ACM Research ,ACMR,Roth Capital Partners,5.6,8.17,6.05,8.04,2.57,0.45
2017-11-08,CBTX ,CBTX,"Stephens/Keefe, Bruyette",26.0,28.0,28.71,10.42,2.0,2.71
2017-11-08,Four Seasons Education ,FEDU,Morgan Stanley/ Citigroup/ China Renaissance,10.0,10.2,9.5,-5.0,0.2,-0.5
2017-11-08,Fireman B.V. ,IFRX,J.P. Morgan/ Leerink Partners/ BMO Capital Markets,15.0,15.19,14.99,-0.07,0.19,-0.01
2017-11-08,Metropolitan Bank Holding ,MCB,"J.P Morgan/ Keefe, Bruyette & Woods (A Stifel Company)",35.0,38.44,37.21,6.31,3.44,2.21
2017-11-09,Apellis Pharmaceuticals ,APLS,Citigroup/ J.P. Morgan/ Evercore ISI,14.0,14.5,14.03,0.21,0.5,0.03
2017-11-09,Sogou ,SOGO,J.P. Morgan/ Credit Suisse/ Goldman Sachs/ CICC,13.0,13.0,13.5,3.85,0.0,0.5
2017-11-10,Bandwidth ,BAND,Morgan Stanley/ KeyBanc Capital Markets/ Baird,20.0,21.06,21.19,5.95,1.06,1.19
2017-11-10,PPDAI Group ,PPDF,Credit Suisse/ Citigroup,13.0,13.3,13.08,0.62,0.3,0.08
2017-11-15,SendGrid ,SEND,Morgan Stanley/ J.P. Morgan,16.0,18.55,18.0,12.5,2.55,2.0
2017-11-16,Jianpu Technology ,JT,Goldman Sachs (Asia)/ Morgan Stanley/ J.P. Morgan,8.0,8.25,8.4,5.0,0.25,0.4
2017-11-16,Arsanis ,ASNS,Citigroup/ Cowen/ Piper Jaffray,10.0,13.0,14.03,40.3,3.0,4.03
2017-11-17,Stitch Fix ,SFIX,Goldman Sachs/ J.P. Morgan Securities,15.0,16.9,15.15,1.0,1.9,0.15
2017-11-17,scPharmaceuticals ,SCPH,Jefferies/ Leerink Partners/ BMO Capital Markets,14.0,14.25,14.1,0.71,0.25,0.1
2017-11-17,SailPoint Technologies Holdings ,SAIL,Morgan Stanley/ Citigroup/ Jefferies/ RBC Capital Markets,12.0,14.9,13.0,8.33,2.9,1.0
2017-11-17,Sterling Bancorp ,SBT,Sandler O'Neill & Partners,12.0,12.35,12.16,1.33,0.35,0.16
2017-11-17,Bluegreen Vacations ,BXG,Stifel/ Credit Suisse,14.0,12.55,13.0,-7.14,-1.45,-1.0
2017-11-17,Legacy Acquisition ,LGCU,Wells Fargo Securities/ Cantor Fitzgerald/ Stifel,10.0,10.0,10.0,0.0,0.0,0.0
2017-11-20,Big Rock Partners Acquisition ,BRPAU,EarlyBirdCapital,10.0,10.01,10.01,0.1,0.01,0.01
2017-11-29,ReTo Eco-Solutions ,RETO,ViewTrade Securities,5.0,8.3,10.57,111.4,3.3,5.57
2017-12-01,Leisure Acquisition,LACQU,Morgan Stanley,10.0,10.0,9.96,-0.4,0.0,-0.04
2017-12-01,Regalwood Global Energy ,RWGE.U,Citigroup/ J.P. Morgan,10.0,10.01,10.0,0.0,0.01,0.0
2017-12-07,Odonate Therapeutics ,ODT,Goldman Sachs/ Jefferies,24.0,23.0,23.0,-4.17,-1.0,-1.0
2017-12-07,Quanterix ,QTRX,J.P. Morgan/Leerink Partners,15.0,16.25,17.47,16.47,1.25,2.47
2017-12-07,CURO Group Holdings ,CURO,Credit Suisse/ Jefferies/ Stephens,14.0,14.8,14.2,1.43,0.8,0.2
2017-12-08,Denali Therapeutics ,DNLI,Goldman Sachs/ Morgan Stanley/ J.P. Morgan,18.0,21.55,21.45,19.17,3.55,3.45
2017-12-08,GigCapital ,GIG.U,Cowen/ Chardan,10.0,10.0,10.0,0.0,0.0,0.0
2017-12-08,Luther Burbank ,LBC,"Keefe, Bruyette & Woods (A Stifel Company) Sandler O'Neill + Partners",10.75,11.75,11.75,9.3,1.0,1.0
2017-12-15,Casa Systems ,CASA,Morgan Stanley/ Barclays,13.0,13.5,14.4,10.77,0.5,1.4
2017-12-15,Newmark Group ,NMRK,Goldman Sachs/ BofA Merrill Lynch/ Citigroup/ Cantor Fitzgerald,14.0,14.05,13.95,-0.36,0.05,-0.05
2017-12-21,LexinFintech Holdings Ltd. ,LX,Goldman Sachs (Asia)/ BofA Merrill Lynch/ Deutsche Bank Securities/ China Renaissance,9.0,11.8,10.7,18.89,2.8,1.7
2017-12-22,iClick Interactive Asia Group ,ICLK,Roth,8.0,8.5,9.0,12.5,0.5,1.0
2018-01-10,Nebula Acquisition ,NEBUU,Deutsche Bank Securities/ Goldman Sachs,10.0,10.03,10.02,0.2,0.03,0.02
2018-01-12,Industrial Logistics Properties Trust ,ILPT,UBS Investment Bank/ Citigroup/ RBC Capital Markets,24.0,23.7,23.35,-2.71,-0.3,-0.65
2018-01-12,Liberty Oilfield Services ,LBRT,"Morgan Stanley/ Goldman, Sachs/ Wells Fargo Securities/ Citigroup/ J.P. Morgan/ Evercore ISI",17.0,21.2,21.75,27.94,4.2,4.75
2018-01-12,Platinum Eagle Acquisition ,EAGLU,Deutsche Bank Securities/ BofA Merrill Lynch,10.0,10.06,10.01,0.1,0.06,0.01
2018-01-24,PagSeguro Digital Ltd. ,PAGS,Goldman Sachs/ Morgan Stanley,21.5,28.2,29.2,35.81,6.7,7.7
2018-01-25,Eyenovia  ,EYEN,Ladenburg Thalmann/ Roth Capital Partners​,10.0,10.0,9.92,-0.8,0.0,-0.08
2018-01-25,Gates Industrial Corporation plc ,GTES,Citigroup/ Morgan Stanley/ UBS Investment Bank,19.0,19.05,18.5,-2.63,0.05,-0.5
2018-01-25,Gordon Pointe Acqusition ,GPAQU,B. Riley FBR,10.0,10.0,10.0,0.0,0.0,0.0
2018-01-25,Menlo Therapeutics ,MNLO,Jefferies/ Piper Jaffray/ Guggenheim Securities,17.0,20.5,28.71,68.88,3.5,11.71
2018-01-26,PlayAGS ,AGS,Credit Suisse/ Deutsche Bank Securities/ Jefferies/ Macquarie Capital/ BofA Merrill Lynch/ Citigroup/ Nomura/ Stifel/ SunTrust Robinson Humphrey,16.0,14.0,18.5,15.63,-2.0,2.5
2018-01-26,ARMO BioSciences ,ARMO,Jefferies/ Leerink Partners/ BMO Capital Markets,17.0,28.0,29.74,74.94,11.0,12.74
2018-01-26,Solid Biosciences ,SLDB,J.P. Morgan/ Goldman Sachs/ Leerink Partners,16.0,25.5,22.62,41.38,9.5,6.62
2018-01-26,resTORbio ,TORC,BofA Merrill Lynch/ Leerink Partners/ Evercore ISI,15.0,18.62,16.58,10.53,3.62,1.58
2018-01-30,MTech Acquisition ,MTECU,EarlyBirdCapital,10.0,10.01,10.07,0.7,0.01,0.07
2018-02-01,One Stop Systems ,OSS,Roth Capital Partners,5.0,5.55,4.88,-2.4,0.55,-0.12
2018-02-01,Corporación América Air. ,CAAP,Oppenheimer & Co.,17.0,17.0,16.4,-3.53,0.0,-0.6
2018-02-01,Hudson Ltd. ,HUD,Credit Suisse/ Morgan Stanley/ UBS Investment Bank,19.0,17.95,17.6,-7.37,-1.05,-1.4
2018-02-01,Sol-Gel Technologies ,SLGL,​Jefferies/ BMO Capital Markets​,12.0,15.33,13.64,13.67,3.33,1.64
2018-02-02,FTS International ,FTSI,Credit Suisse/ Morgan Stanley,18.0,19.0,20.61,14.5,1.0,2.61
2018-02-08,Mudrick Capital Acquisition ,MUDSU,Cantor,10.0,10.0,10.0,0.0,0.0,0.0
2018-02-08,Huami Corporation ,HMI,Credit Suisse/ Citigroup/ China Renaissance,11.0,12.0,11.25,2.27,1.0,0.25
2018-02-08,Victory Capital Holdings ,VCTR,J.P. Morgan/ BofA Merrill Lynch/ Morgan Stanley Barclays/ Goldman Sachs/ RBC Capital Markets,13.0,12.25,11.6,-10.77,-0.75,-1.4
2018-02-08,Cactus ,WHD,Citigroup/ Credit Suisse,19.0,21.1,20.25,6.58,2.1,1.25
2018-02-08,Evolus ,EOLS,Cantor/ Mizuho Securities,12.0,11.2,11.5,-4.17,-0.8,-0.5
2018-02-09,Quintana Energy Services ,QES,BofA Merrill Lynch/ Simmons & Company International (Energy Specialists of Piper Jaffray),10.0,9.0,9.0,-10.0,-1.0,-1.0
2018-02-09,Cardlytics ,CDLX,BofA Merrill Lynch/ J.P. Morgan,13.0,12.1,13.37,2.85,-0.9,0.37
2018-02-13,Leo Holdings ,LHC.U,Citigroup,10.0,10.0,9.93,-0.7,0.0,-0.07
2018-02-14,Motus GI Holdings ,MOTS,Piper Jaffray/ Oppenheimer,5.0,5.0,4.38,-12.4,0.0,-0.62
2018-02-16,DFB Healthcare Acquisitions (DFBHU) (u),DFBHU,Goldman Sachs/ Deutsche Bank Securities,10.0,10.0,10.0,0.0,0.0,0.0
2018-02-16,Farmmi,FAMI,ViewTrade Securities,4.0,4.4,6.18,54.5,0.4,2.18
